2019-06-11,1467
2019-06-13,859
2019-06-15,1189
2019-06-17,1484
2019-06-16,1014
2019-06-19,1240
2019-06-18,775
2019-06-20,1198
2019-06-21,1182
2019-07-01,4
2019-06-24,1510
2019-06-22,1382
2019-06-26,1493
2019-06-23,1262
2019-06-25,1309
2019-06-28,1629
2019-06-27,1510
2019-06-30,1316
2019-06-29,1218
2019-07-08,1
2019-07-11,1
2019-07-05,1
2019-07-13,1
2019-05-01,1252
2019-05-02,1244
2019-05-03,1246
2019-05-04,1088
2019-05-06,1381
2019-05-05,306
2019-05-08,1497
2019-05-11,1165
2019-05-07,1490
2019-05-10,1402
2019-05-09,1335
2019-05-12,202
2019-05-14,926
2019-05-15,1480
2019-05-13,528
2019-05-19,1241
2019-05-16,1501
2019-05-17,1393
2019-05-18,1266
2019-05-20,1475
2019-05-21,1448
2019-05-22,1513
2019-05-27,1176
2019-06-11,1
2019-05-23,998
2019-05-24,1371
2019-05-28,1152
2019-05-25,945
2019-05-26,826
2019-05-30,880
2019-05-29,1001
2019-06-02,1
2019-05-31,1398
2019-06-01,7
2019-04-01,945
2019-04-02,1118
2019-04-03,1213
2019-04-04,1192
2019-04-05,734
2019-04-06,976
2019-04-07,1015
2019-04-08,1347
2019-04-09,1151
2019-04-10,1342
2019-04-11,1169
2019-04-12,1055
2019-04-13,1115
2019-04-14,1007
2019-04-15,969
2019-04-16,1286
2019-04-17,1269
2019-04-18,1268
2019-04-19,1210
2019-04-20,525
2019-04-21,877
2019-04-22,985
2019-04-23,1464
2019-04-24,1572
2019-04-25,1229
2019-04-26,828
2019-04-27,960
2019-04-28,682
2019-04-29,1280
2019-04-30,1270
2019-05-01,3
2019-03-01,576
2019-03-02,330
2019-03-03,357
2019-03-04,503
2019-03-05,705
2019-03-06,685
2019-03-07,744
2019-03-08,774
2019-03-09,649
2019-03-10,315
2019-03-11,1012
2019-03-12,967
2019-03-13,915
2019-03-14,995
2019-03-15,1002
2019-03-16,726
2019-03-17,570
2019-03-18,911
2019-03-19,970
2019-03-20,1008
2019-03-22,632
2019-03-21,435
2019-03-23,537
2019-03-24,801
2019-03-25,1057
2019-03-26,1040
2019-03-27,1036
2019-03-28,944
2019-03-29,1021
2019-03-30,910
2019-03-31,478
2019-04-01,1
2019-02-01,519
2019-02-02,359
2019-02-03,535
2019-02-04,932
2019-02-05,1080
2019-02-06,832
2019-02-07,842
2019-02-08,751
2019-02-09,461
2019-02-10,425
2019-02-11,822
2019-02-17,412
2019-02-12,348
2019-02-13,691
2019-02-14,882
2019-02-15,922
2019-02-16,501
2019-02-18,436
2019-02-19,770
2019-02-20,470
2019-02-21,752
2019-02-22,850
2019-02-23,553
2019-02-24,379
2019-02-25,658
2019-02-26,800
2019-02-27,780
2019-02-28,803
2019-01-01,431
2019-01-02,827
2019-01-03,860
2019-01-04,900
2019-01-05,308
2019-01-06,510
2019-01-07,820
2019-01-08,886
2019-01-09,847
2019-01-10,789
2019-01-11,713
2019-01-12,442
2019-01-13,377
2019-01-14,779
2019-01-15,916
2019-01-16,862
2019-01-17,826
2019-01-18,706
2019-01-19,410
2019-01-20,254
2019-01-21,196
2019-01-22,671
2019-01-23,864
2019-01-24,435
2019-01-25,763
2019-01-26,467
2019-01-27,501
2019-01-28,783
2019-01-29,700
2019-01-30,458
2019-01-31,375
